OL,MOF_name,%MGS
c1(C(=O)[O])c(ccnc1)C(=O)[O],HOWPUF,9.30552
c1(C(=O)[O])ccc(Oc2cc(cc(Oc3ccc(C(=O)[O])cc3)c2)C(=O)[O])cc1,QAQMON,40.423523
c1(C(=O)[O])ccc(Oc2ccc(C(=O)[O])cc2)cc1,VUKTAY,7.70892
c1(C(=O)[O])ccc(OCC(COc2ccc(C(=O)[O])cc2)(COc2ccc(C(=O)[O])cc2)COc2ccc(C(=O)[O])cc2)cc1,EREGOY,119.77212
c1(C(=O)[O])cc(C(=O)[O])cc(Br)c1,NAGKEO,16.956638
c1(C(=O)[O])cc(C(=O)[O])c(cc1C(=O)[O])C(=O)[O],VIWLIY,15.126228
c1(C(=O)[O])cc(C(=O)[O])cc(C(=O)[O])c1,acs.inorgchem.6b02696,17.597563
c1(C(=O)[O])cc(C(=O)[O])cc(S([O])([O])[O])c1,ic402280p,21.38581
c1(C(=O)[O])cc(C(=O)[O])cnc1,MIVPEN,4.136334
c1(C(=O)[O])ccc(S(=O)(=O)c2ccc(cc2)C(=O)[O])cc1,HUNCUQ,24.058685
c1(C(=O)[O])cc(n2nnc(c3ccc(cc3)c3cc(cc(c4ccc(cc4)c4nnn(c4)c4cc(C(=O)[O])cc(c4)C(=O)[O])c3)c3ccc(c4nnn(c4)c4cc(C(=O)[O])cc(C(=O)[O])c4)cc3)c2)cc(c1)C(=O)[O],PODKUQ,440.93066
c1(C(=O)[O])ccncc1,FIFGIM,47.292175
c1(C(=O)[O])cc(N(=O)=O)cc(C(=O)[O])c1,XUMVAD,17.519848
c1(C(=O)[O])cc(OC)cc(C(=O)[O])c1,HISJAW,13.894886
c1(C(=O)[O])cc(O)c(C(=O)[O])cc1O,CADQAB,-4.756254
c1(C(=O)[O])c(C(=O)[O])cc2[nH]cnc2c1,BASTEW,19.36282
c1(C(=O)[O])c(C(=O)[O])ccc[n+]1[O-],XOVYIR,8.491474
c1(C(=O)[O])c(C(=O)[O])ccc(N(=O)=O)c1,GIRYIR,5.778347
c1(C(=O)[O])c(C(=O)[O])cc(N(=O)=O)cc1,GIRYOX,6.8699546
c1(C(=O)[O])c(C(=O)[O])cncc1,WOWNED,9.165738
c1(C(=O)[O])cncc(c1)C(=O)[O],BIYTOU,8.508261
c1(C(=O)[O])cncc(C(=O)[O])c1,HAKVUN,6.198682
c1(C(=O)[O])c(nccn1)C(=O)[O],POKTAM,8.125734
c1(C(=O)[O])c(O)c(c(C(=O)[O])c(O)c1O)O,DAFYIV,6.4752455
[C]1(C(=O)[O])C(=O)N=CC=N1,FEWQIJ,45.533855
c1(C(=O)[O])ncccc1C(=O)[O],GUSCIH,9.059707
c1(C(=O)[O])nccnc1C(=O)[O],POKSOZ,7.9262695
c1(C(=O)[O])nc(C(=O)[O])cc(C(=O)[O])c1,UMUTUS,17.367212
c1(C(=O)[O])sc(cc1)C(=O)[O],PANYEL,51.653797
c1(C(=O)[O])sc(C(=O)[O])cc1,AJOXAA,51.653797
c1(n2c3ccc(cc3c3cc(C(=O)[O])ccc23)C(=O)[O])ccc(C(=O)[O])cc1,KOZQEX,45.240498
c1(n2cnc3c2cccc3)cc(n2cnc3ccccc23)cc(C(=O)[O])c1,cg501279y,44.408894
c1(n2nnc(c2)c2ccc(cc2)N(c2ccc(c3nnn(c3)c3cc(cc(C(=O)[O])c3)C(=O)[O])cc2)c2ccc(c3nnn(c3)c3cc(C(=O)[O])cc(c3)C(=O)[O])cc2)cc(C(=O)[O])cc(C(=O)[O])c1,PODKOK,304.1757
c1(N(c2ccc(c3ccc(cc3)C(=O)[O])cc2)c2ccc(c3ccc(cc3)C(=O)[O])cc2)ccc(c2ccc(cc2)C(=O)[O])cc1,UWAGAB03,148.05072
c1(N(c2ccc(cc2)C(=O)[O])c2ccc(cc2)C(=O)[O])ccc(c2ccc(N(c3ccc(cc3)C(=O)[O])c3ccc(cc3)C(=O)[O])cc2)cc1,XAFFUH,108.33726
c1n(c2ccc(C(=O)[O])cc2)cnn1,QUJLAK02,21.545042
C1N(c2cc(C(=O)[O])cc(c2)C(=O)[O])CCN(c2cc(cc(C(=O)[O])c2)C(=O)[O])[C@H]1C,HAQJIV,39.084114
c1(N(Cc2ccc(cc2)C(=O)[O])Cc2ccc(C(=O)[O])cc2)cc(ccc1C(=O)O)C(=O)[O],TORJOB,48.566685
c1(nc(c2ccc(cc2)C(=O)[O])cc(c2ccncc2)c1)c1ccc(cc1)C(=O)[O],XALMOO,55.250362
c1nc(c2c(cccn2)C(=O)[O])c(C(=O)[O])cc1,MIFTIG,22.36774
c1nc(c2c(C(=O)[O])cccn2)c(C(=O)[O])cc1,MIFROK,22.400131
c1nccc(c1)c1nc(c2ccncc2)cc(c2ccc(cc2)C(=O)[O])c1,POTREX,39.9958
c1ncccc1/C=C/C(=O)[O],KIPZEQ,47.066315
c1ncc(cc1C)C(=O)[O],GUPRIU,26.26938
c1nccc(c1)C(=O)[O],EBAMOL,47.29217
c1ncccc1C(=O)[O],MIMVEJ,47.432552
c1ncc(cc1C(=O)[O])C,GUPRIU,27.73817
c1(nccc(c1)C(=O)[O])c1nc(cc(c2occc2)c1)c1cc(C(=O)[O])ccn1,TACTUP,40.46188
c1ncc(cc1C(=O)[O])C(=O)[O],COCMAJ,6.198685
c1nccc(c2ccc(cc2)C(=O)[O])c1,AGOWAW,32.75925
c1nccc(c2ccc(C(=O)[O])cc2)c1,JODGIU,32.75924
c1nccc(c2nc(c3ccncc3)cc(c2)c2ccc(C(=O)[O])cc2)c1,DOJXIL,39.995808
c1nccc(C(=O)[O])c1,ABAVIJ,47.29215
c1nc(cc(C(=O)[O])n1)C(=O)[O],JUFREJ,5.348912
c1ncc(C(=O)[O])cc1,INESIE,47.517582
c1nc(c(C(=O)[O])cc1)c1c(cccn1)C(=O)[O],EPAGEJ,22.40006
c1nc(c(C(=O)[O])cc1)c1ncccc1C(=O)[O],MIFSUR,22.214325
c1ncc(C(=O)[O])cc1C(=O)[O],VIRVEY,6.1986804
c1(N)cc(C(=O)[O])cc(C(=O)[O])c1,FAPTIB,6.4415827
c1ncc(C(=O)[O])c(C(=O)[O])c1,HOWQOA,9.165726
C1=NC(=C(C(=O)[O])[N]1)C(=O)[O],HOTFED,2.5967736
C1(=NC(=C(C(=O)[O])[N]1)C(=O)[O])C,DIMKER,3.9610007
C1(=NC(=C(C(=O)[O])[N]1)C(=O)[O])c1cccnc1,SEHLEY,7.5641704
c1nc(c(C(=O)[O])nc1)C(=O)[O],POKTUG,8.125734
C1=N[C](C(=N1)C(=O)[O])C(=O)[O],WOGLAG,1.8664229
C1=NC(=C([N]1)C(=O)[O])C(=O)[O],UFASEA,2.5968218
C1(=N[C](C(=N1)C(=O)[O])C(=O)[O])C,LARZEL,4.7572956
C1(=N[C](C(=N1)C(=O)[O])C(=O)[O])c1cccnc1,SEHLIC,6.729081
c1nccnc1C(=O)[O],HAPBEI,51.75194
c1(nccnc1C(=O)[O])C(=O)[O],POKSEP,7.906602
c1nc(c(nc1)C(=O)[O])C(=O)[O],POKVES,7.9066005
c1nc(c(NCNc2nccnc2C(=O)[O])nc1)C(=O)[O],FOPWEO,17.462336
c1nc(C(=O)[O])cc(C(=O)[O])c1,NUDLIJ,6.229856
C1=N[C](C(=O)[O])C(=N1)C(=O)[O],ZETMOC,2.107652
c1nc(C(=O)[O])c(nc1)C(=O)[O],POKSIT,7.9066052
c1nc(C(=O)[O])cnc1C(=O)[O],VASFIH,57.694263
[C]1(N=CN=C1C(=O)[O])C(=O)[O],GIDKOU,2.5857966
C1(=NC=N[C]1C(=O)[O])C(=O)[O],ABIYIV,2.5858045
c1n(cnn1)c1cc(C(=O)[O])cc(C(=O)[O])c1,NEFTOJ,18.939285
C1=NC(=S)[CH]C=C1C(=O)[O],WEGDIX,102.0013
c1[nH]c(c(C(=O)[O])n1)C(=O)[O],BIXXIR,-0.7932603
c1[nH]c(C(=O)[O])c(n1)C(=O)[O],BIXYEO,1.0139297
c1([nH]cnc1)/C=C/C(=O)[O],LUMDEC,38.80479
c1([N][N]c2cc(C(=O)[O])c(c(C(=O)[O])c2)C(=O)[O])cc(C(=O)[O])c(c(C(=O)[O])c1)C(=O)[O],ic502921j,39.554173
C1(=NN=C([C]1Cc1ccc(cc1)C(=O)[O])C)C,EROJUS02,30.284233
C1(=NN=C([C]1Cc1ccc(C(=O)[O])cc1)C)C,EROJUS04,30.284065
C1=NN=C[C]1C(=O)[O],KAGCAY,97.77203
c1nncn1c1cc(cc(c1)C(=O)[O])C(=O)[O],OLUGUZ,18.951454
c1nncn1c1cc(cc(C(=O)[O])c1)C(=O)[O],LECFAC,18.939291
C1(=NN=N[C]1C(=O)[O])C(=O)[O],GIFFAE,-1.1563617
C1(=NN=N[N]1)c1ccc(cc1)C(=O)[O],VOTKEW,48.97015
C1(=NN=N[N]1)CC(=O)[O],TOTVOP,106.46307
C1(=NN=N[N]1)C(=O)[O],acs.jchemed.6b00258,111.107346
c1(N(=O)=O)cc(C(=O)[O])ccc1C(=O)[O],NIMXIS,5.723476
c1(Oc2ccc(C(=O)[O])cc2)ccc(C(=O)[O])cc1,cg500033b,7.825358
C1(=O)[C](C(=CC(=C1)c1cc(c2cc(O)c(C(=O)[O])c(O)c2)cc(c1)c1cc(O)c(c(O)c1)C(=O)[O])O)C(=O)[O],GUVBOQ,103.46994
c1([O])cc(C(=O)[O])c(cc1C(=O)[O])[O],TASXIW,-5.5511675
c1(=O)cc(C(=O)[O])oc(C(=O)[O])c1,UHASED,8.266954
c1([O])c(c([O])c([O])c(C(=O)[O])c1[O])C(=O)[O],FUNVIU,6.3956695
c1(O[C@H](C(=O)[O])C)ccc(cc1)C(=O)[O],TATPEM,48.425632
c1(O[C@@H](C(=O)[O])C)ccc(C(=O)[O])cc1,TATPAI,48.425632
c1(=O)n(c(=O)n(c(=O)n1CCC(=O)[O])CCC(=O)[O])CCC(=O)[O],KUDWAJ,33.78294
C1(=O)O[Si]23(Oc4c(C(=O)O3)ccc(C(=O)[O])c4)(OC(=O)c3c(O2)cc(cc3)C(=O)[O])Oc2cc(C(=O)[O])ccc12,ic400607w,
c1(P(=O)(c2ccc(cc2)C(=O)[O])c2ccc(C(=O)O)cc2)ccc(cc1)C(=O)[O],ACODED,60.98563
c1(P(=O)([O])[O])cc(C(=O)[O])cc(c1)C(=O)O,MAGBIH,19.18991
c1(sc(cc1)C(=O)[O])C(=O)[O],CAXTUS,52.833637
C1(=S)[C](C=CC=N1)C(=O)[O],WOHQAN,11.399672
c1(sc(C(=O)[O])cc1)C(=O)[O],UMEHOL,51.653835
C1S[C@@H](N[C@@H]1C(=O)[O])C(=O)[O],FAMHAE01,40.84445
c1([Si](c2cccc(c2)C(=O)[O])(c2cccc(c2)C(=O)[O])c2cccc(c2)C(=O)[O])cccc(c1)C(=O)[O],LEWMUX,74.45048
c1([Si](c2ccc(C(=O)[O])cc2)(c2ccc(cc2)C(=O)[O])c2ccc(C(=O)[O])cc2)ccc(C(=O)[O])cc1,YIVZIO,91.938545
C(c1cc(c(cc1)C(=O)[O])C(=O)[O])(c1cc(C(=O)O)c(cc1)C(=O)[O])(C(F)(F)F)C(F)(F)F,KIPJIE,51.87917
C(c1cc(cc(c2ccc(C(=O)[O])cc2)c1)c1ccc(cc1)C(=O)[O])c1cc(c2ccc(C(=O)[O])cc2)cc(c1)c1ccc(cc1)C(=O)[O],YUSWEP,137.44397
Cc1c(c(c(C)c(C)c1B(c1c(c(c(c(C)c1C)C(=O)[O])C)C)c1c(c(c(C(=O)[O])c(c1C)C)C)C)C(=O)[O])C,CIMTAV,79.93428
Cc1cccc(C(=O)[O])c1,EHEKUY,23.08716
Cc1cc(cc(C(=O)[O])c1)OCC(=O)[O],WEMXIX,8.489793
C(c1ccc(CC(=O)[O])cc1)C(=O)[O],CAKFEB01,50.793407
Cc1c(c(c(COc2ccc(C(=O)[O])cc2)c(C)c1COc1ccc(cc1)C(=O)[O])C)COc1ccc(cc1)C(=O)[O],DEHLAF,107.69768
CC1=NC(=C(C(=O)[O])[N]1)C(=O)[O],DIMKUH,4.001698
CC1=NC(=C([N]1)C(=O)[O])C(=O)[O],DIMKIV,2.85525
Cc1[nH]c(C(=O)[O])c(n1)C(=O)[O],IJUJEE,7.5170746
CC1=N[N]C(=C1Cc1ccc(C(=O)[O])cc1)C,EROJUS06,18.341978
C[C]1N=NC(=C1Cc1ccc(C(=O)[O])cc1)C,EROJUS06,20.413103
C(#Cc1ccc(cc1)C(=O)[O])c1c2c(O[C]=[C]O2)c(C#Cc2ccc(C(=O)[O])cc2)c2c1O[C]=[C]O2,OXOLET,152.35464
C(#Cc1ccc(cc1)C(=O)[O])c1c(c([O])c(c([O])c1[O])C#Cc1ccc(C(=O)[O])cc1)[O],OXOLIX,72.46782
C(#Cc1cc(cc(c1)C(=O)[O])C(=O)[O])c1cnccc1,EZILUV,24.723604
C(#Cc1ccc(C#Cc2ccc(cc2)C(=O)[O])cc1)c1ccc(cc1)C(=O)[O],UKIBUN,54.698093
C(#Cc1ccc(C(=O)[O])cc1)c1ccc(C(=O)[O])cc1,RUKDIM,31.76037
C(=C\c1ccncc1)/C(=O)[O],OTIQAL,46.87724
C(=C\c1c(F)cncc1F)/C(=O)[O],OTOVAW,13.240263
CCCCc1ncc(n1Cc1ccc(C(=O)[O])cc1)/C=C(\Cc1sccc1)/C(=O)[O],INIGIX,38.68397
CC(C)(C)C(=O)[O],YOTROQ,50.072468
C(CCCC(=O)[O])CCCC(=O)[O],AWEBIO,2.1659248
C(=C\C=C\C(=O)[O])/C(=O)[O],AYOXUJ,109.86783
C(CCCC(=O)[O])C(=O)[O],CETFOX,9.349335
C(=C\CC(=O)[O])/CC(=O)[O],MARLID,93.419685
C(CCC(=O)[O])C(=O)[O],c5ce00010f,64.116104
CC(C)(C(=O)[O])C(=O)[O],EJOZOU,4.5634675
CC[C@@H](C)Oc1c(c2cc(cc(C(=O)[O])c2)C(=O)[O])cc(O[C@H](C)CC)c(c2cc(C(=O)[O])cc(c2)C(=O)[O])c1,YAVZUT,62.973576
C(C(C[O])(C[O])NCc1ccc(C(=O)[O])cc1)[O],LOFVUY01,-3.9239209
C(=C\C(=O)[O])/c1ccc(c2cc(c3ccc(cc3)/C=C/C(=O)[O])cc(c3ccc(cc3)/C=C/C(=O)[O])c2)cc1,LARXUA,115.48741
C(=C\C(=O)[O])/c1ccncc1,JODGEQ,46.753254
C(=C\C(=O)[O])/c1cnccc1,VOCQEJ,47.06632
C(C)(C(=O)[O])(C)C,YIWSEE,50.072445
C(=C\C(=O)[O])/C=C/C(=O)[O],BUYDAC,109.86782
C(CC(=O)[O])CCC(=O)[O],DINNIZ,76.573555
C(CC(=O)[O])CC(=O)[O],LOXWEC,64.1786
CC(C(=O)[O])(CC(=O)[O])C,CABDER,44.10519
C(=C\C(=O)[O])/C(=O)[O],PABXAT,92.55971
C(CC(=O)[O])(C(=O)[O])CC(=O)[O],QIYQAR,2.0921602
C(CC(=O)[O])n1c(=O)n(CCC(=O)[O])c(=O)n(CCC(=O)[O])c1=O,ASAMUE,36.198013
CC(C)([S])[C@@H](N)C(=O)[O],OLAWUU,25.403812
C(C(F)(F)F)(C(F)(F)F)(c1ccc(cc1)C(=O)[O])c1ccc(C(=O)[O])cc1,HADDOI,33.062923
C([C@H](C(=O)[O])N)(C)(C)[S],OLAWUU,2.2815225
C[C@H]([N]C(=O)C(=O)[N][C@H](C(=O)[O])C)C(=O)[O],PIZQIA,-4.508486
C(CNCC(=O)[O])[C]=[N],REYNUG,67.24926
CC(=O)[O],ATEXII,59.184254
C(C(=O)[O])CCC(=O)[O],RIPKOS,47.2029
C(C(=O)[O])C(CC(=O)[O])(C(=O)[O])[O],EPOXAJ,3.465481
C(C(=O)[O])[C@@](C)([O])C(=O)[O],UDIHIZ,1.5931653
C(C(=O)[O])CC(=O)[O],IHILUI,40.031403
[C@](C(=O)[O])(CC(=O)[O])(C)[O],UDIHIZ,0.6483802
C(C(=O)[O])[C@H](N)C(=O)[O],WIWHUG,31.64202
C(C(=O)[O])C(=O)[O],ICANEH,42.953133
C(C(=O)[O])N(Cc1cc(C(=O)[O])cc(C(=O)[O])c1)CC(=O)[O],FIFMUE,26.960484
C(C(=O)[O])NCC(=O)[O],PAPROO,66.49912
C(C(=O)[O])OCC(=O)[O],NANMAS,74.225075
C(C(=O)[O])P(=O)([O])[O],AWAHEM,40.36833
[C](C(=O)[O])(P(=O)([O])[O])[O],DIPMAS,1.147278
C(CP(=O)([O])[O])C(=O)[O],ic200463k,51.341007
C(F)(F)(C(=O)[O])C(F)(C(=O)[O])F,MOGYAI,2.0505228
C(F)(F)(F)C(c1ccc(C(=O)[O])cc1)(c1ccc(cc1)C(=O)[O])C(F)(F)F,ESIPUR,32.887993
C(F)(F)(F)C(C(F)(F)F)(c1cc(c(cc1)C(=O)[O])C(=O)[O])c1cc(c(cc1)C(=O)[O])C(=O)[O],KIPJUQ,51.59155
[CH]1C=C(C(=O)[O])C=CN1CCCCN1[CH]C=C(C(=O)[O])C=C1,VEZWEE,55.745525
[CH]1N(Cc2ccc(C(=O)[O])cc2)C=CC(=C1)C1=C[CH]N(Cc2ccc(C(=O)[O])cc2)C=C1,VABREY,43.06796
[C@@H]1(N[C@H](SC1)C(=O)[O])C(=O)[O],BAXLOD,40.84451
[C@@H](c1ccccc1)(O)C(=O)[O],TURDOB,17.802713
[CH]([CH]CC)C[C@H]([C@@H](CC(=O)[O])[CH2])[C]1OC[C](OC1)[C@@H]([C@@H](CC(=O)[O])[CH2])C[CH][CH]CC,OTEBEW,29.831161
[C@@H](C(=O)[O])(N)C(C)(C)[S],RUCGOM,0.7550387
[C@@H](C(=O)[O])([P@](=O)(O)[O])O,AHAMAY,-0.5532579
[C@@H](C(=O)[O])(P(=O)([O])[O])O,QOPCEE,1.7796897
Clc1cc2c(cc(OCC)c(c2cc1)c1c(OCC)cc(c2cc(Cl)ccc12)C(=O)[O])C(=O)[O],XOMJOY,55.945786
Clc1cc2c(cc(OCC)c(c3c4ccc(Cl)cc4c(C(=O)[O])cc3OCC)c2cc1)C(=O)[O],XOMJUE,57.325974
Clc1cc2c(cc(OCC)c(c3c(OCC)cc(C(=O)[O])c4c3ccc(Cl)c4)c2cc1)C(=O)[O],XOMJOY,55.89834
Clc1ccc(cc1)C1=NC(=C(C(=O)O)[N]1)C(=O)[O],WOMCUY,3.4131882
Clc1ccc(cc1)C1=N[C](C(=N1)C(=O)[O])C(=O)[O],COLPEA,5.026509
Clc1cc(cnc1)C(=O)[O],LUPCOQ,24.969383
Clc1cc(/C=N/CC(=O)[O])c([O])cc1,LUMQOB,0.96903974
Clc1c(Cl)c(C(=O)[O])c(Cl)c(Cl)c1C(=O)[O],GADDOH,20.065413
C(n1ncnc1)C(=O)[O],POLDOK,73.063705
C(#N)c1cc(cc(c1)C(=O)[O])C(=O)[O],IKUTUF,14.398182
C(#N)c1cc(cc(C(=O)[O])c1)C(=O)[O],DALVIY,14.422456
C(NCC(=O)[O])C(=O)[O],TISWEZ,66.49916
C(N)C(=O)[O],KINROQ,63.663723
C(=O)(c1c2ccc3c(C(=O)[O])cc(C(=O)[O])c4ccc(c(C(=O)[O])c1)c2c34)[O],LEVLEF,39.21977
C(=O)(c1c2ccccc2c(C(=O)[O])cc1)[O],WOLFAG,20.60489
C(=O)(c1cc2c(cc1)c1c(ccc(C(=O)[O])c1)c1c2ccc(C(=O)[O])c1)[O],PIJJEZ,49.99225
C(=O)(c1cc2c(cc1)c1cc(C(=O)[O])ccc1c1cc(C(=O)[O])ccc21)[O],NENHAQ,50.047184
C(=O)(c1cc2ccc(cc2cc1)C(=O)[O])[O],AMILOY,19.371162
C(=O)(c1cc2c(cccc2)c(Cc2c(O)c(cc3ccccc23)C(=O)[O])c1O)[O],MOFBIU,42.58174
C(=O)(c1ccc2c(c1)ccc(C(=O)[O])c2)[O],NAWKII,19.371159
C(=O)(c1ccc2c(c1)N=N[N]2)[O],IPIJEY,44.23895
C(=O)(c1cc(c2ccc(cc2)C(=O)[O])cc(c1)c1ccc(cc1)C(=O)[O])[O],UMIZEX,37.11151
C(=O)(c1cc(c2cc(F)cc(c3cc(cc(C(=O)[O])c3)C(=O)[O])c2N)cc(c1)C(=O)[O])[O],ATAYAX,45.12422
C(=O)(c1cc(C2=CC(F)(F)C=C(c3cc(cc(C(=O)[O])c3)C(=O)[O])[C]2N)cc(c1)C(=O)[O])[O],ATAYEB,50.910202
C(=O)(c1cc(C2=NN=N[N]2)cc(c1)C(=O)[O])[O],LIZWEX,19.333164
C(=O)(c1cc(C2=NN=N[N]2)ccc1)[O],PELXIP,23.570103
C(=O)(c1ccc(c2c1cccc2)C(=O)[O])[O],IXUQOJ,20.657362
C(=O)(c1ccc(c2cc(cc(c2)c2ccc(cc2)C(=O)[O])c2ccc(cc2)C(=O)[O])cc1)[O],RUYVEO,78.7934
C(=O)(c1ccc(c2cc(cc(c3ccc(C(=O)[O])cc3)c2)c2ccc(C(=O)[O])cc2)cc1)[O],CAVPIA,78.79338
C(=O)(c1ccc(c2cc(cc(c3ccc(C(=O)[O])cc3)c2)C(=O)[O])cc1)[O],MAYKOO,36.86845
C(=O)(c1ccc(c2ccc(C(=O)[O])cc2)cc1)[O],POXHER,21.948605
C(=O)(c1ccc(c2ccc(N(c3ccc(c4ccc(C(=O)[O])cc4)cc3)c3ccc(c4ccc(C(=O)[O])cc4)cc3)cc2)cc1)[O],AVAKAL,148.051
C(=O)(c1ccc(C2=N[N]N=C2)cc1)[O],BAWROI,56.585033
C(=O)(c1ccc(cc1)c1cc(c2ccc(cc2)C(=O)[O])cc(c2ccc(C(=O)[O])cc2)c1)[O],FOSTUE,78.79333
C(=O)(c1ccc(cc1)c1cc(c2ccc(C(=O)[O])cc2)cc(c1)c1ccc(C(=O)[O])cc1)[O],OHUMEL,78.79332
C(=O)(c1ccc(cc1)c1cc(c2ccc(C(=O)[O])cc2)cc(c2ccc(C(=O)[O])cc2)c1)[O],QOWQUO,78.79336
C(=O)(c1ccc(cc1)c1cc(c2ccncc2)cc(c2ccc(C(=O)[O])cc2)n1)[O],BEPREV01,55.250305
C(=O)(c1c(cc(cc1)c1cc(c(cc1)C(=O)[O])C(F)(F)F)C(F)(F)F)[O],NATHUO,31.336332
C(=O)(c1cc(cc(c1c1c(cc(cc1C(=O)[O])C(=O)[O])N(=O)=O)N(=O)=O)C(=O)[O])[O],UKEXEP,39.21468
C(=O)(c1ccc(cc1)c1ccc(cc1)C(=O)[O])[O],EPAVAU,21.948608
C(=O)(c1ccc(cc1)c1ccc(cc1)N(c1ccc(c2ccc(C(=O)[O])cc2)cc1)c1ccc(c2ccc(C(=O)[O])cc2)cc1)[O],AVAJUE,148.05083
C(=O)(c1ccc(cc1)c1cccc(c2ccc(C(=O)[O])cc2)c1)[O],DUPKAC,39.712143
C(=O)(c1ccc(cc1)c1ccc(C(=O)[O])cc1)[O],EPAGEJ,21.931726
C(=O)(c1ccc(cc1)c1ccncc1)[O],WURNOO,32.759247
C(=O)(c1cccc(c1c1c(C(=O)[O])cccc1C(=O)[O])C(=O)[O])[O],EXOTOB,33.72376
C(=O)(c1ccc(cc1)[C]1N[C](N[C](c2ccc(C(=O)[O])cc2)N1)c1ccc(C(=O)[O])cc1)[O],cm500700z,69.87768
C(=O)(c1ccc(cc1)C(c1ccc(cc1)C(=O)[O])c1ccc(C(=O)[O])cc1)[O],DAWCIP,55.129803
C(=O)(c1ccc(cc1)C(c1ccc(C(=O)[O])cc1)(c1ccc(C(=O)[O])cc1)c1ccc(C(=O)[O])cc1)[O],EVUDAA,86.92554
C(=O)(c1cc(c(c(c1)C)c1c(cc(C(=O)[O])cc1C)C)C)[O],KOPHOO,21.485401
C(=O)(c1ccc(cc1)C(c1ccc(C(=O)[O])cc1)(C(F)(F)F)C(F)(F)F)[O],QIWDOQ,33.063004
C(=O)(c1ccc(cc1)C(c1ccc(C(=O)O)cc1)(C(F)(F)F)C(F)(F)F)O,ESIPUR02,33.518864
C(=O)(c1ccc(cc1)C#Cc1cc(cc(c1)C#Cc1ccc(cc1)C(=O)[O])C#Cc1ccc(C(=O)[O])cc1)[O],KULLEK,130.9394
C(=O)(c1ccc(cc1)C(C(F)(F)F)(c1ccc(C(=O)[O])cc1)C(F)(F)F)[O],CUVXAT,32.88793
C(=O)(c1c(c(c(c(c1Cl)Cl)C(=O)[O])Cl)Cl)[O],LARVIM,20.065413
C(=O)(c1ccc(cc1)C(=O)N[C@@H](C)C(=O)[O])[O],RIWSUM,10.220127
C(=O)(c1cc(cc(c1)C(=O)[O])c1cc2cc(c3cc(C(=O)[O])cc(c3)C(=O)[O])ccc2cc1)[O],NIGDIS,43.030277
C(=O)(c1cc(c(c(c1)C(=O)[O])c1c(cc(cc1C(=O)[O])C(=O)[O])N(=O)=O)N(=O)=O)[O],OCUNAE,39.22438
C(=O)(c1cc(cc(c1)C(=O)[O])c1cc(C(=O)[O])c(cc1c1cc(C(=O)[O])cc(c1)C(=O)[O])C(=O)[O])[O],IJEVEA,76.14018
C(=O)(c1cc(cc(c1)C(=O)[O])c1cc(C(=O)[O])cc(c1)C(=O)[O])[O],HAQRID,32.246807
C(=O)(c1cc(cc(c1)C(=O)[O])c1cncc(c2cc(C(=O)[O])cc(c2)C(=O)[O])c1)[O],FIBKEI,36.98891
C(Oc1ccc(cc1)C(=O)[O])C(COc1ccc(cc1)C(=O)[O])(COc1ccc(cc1)C(=O)[O])COc1ccc(cc1)C(=O)[O],RUWYIT,93.26329
C(=O)(c1cc(cc(c1)C(=O)[O])C(=O)[O])[O],FUTCAZ,17.290497
C(=O)(c1ccc(c(c1)C(=O)[O])C(=O)[O])[O],XADGOA,7.370896
C(=O)(c1cc(cc(c1)C(=O)[O])[N]C(=O)c1cccc(C(=O)[N]c2cc(cc(c2)C(=O)[O])C(=O)[O])n1)[O],OLANEW,61.31973
C(=O)(c1cc(cc(c1)C(=O)[O])N(=O)=O)[O],GAPDEH,17.477154
C(=O)(c1c(cccc1)C(=O)[O])[O],XALVOY,8.57987
C(=O)(c1cc(ccc1)C(=O)[O])[O],BIRSEC,4.3118515
C(=O)(c1ccc(cc1)C(=O)[O])[O],ABUWOJ,56.696434
C(=O)(c1cccc(c1)C(=O)[O])[O],c5ce02194d,2.5980506
C(=O)(c1cccc(c1)C(=O)O)[O],RITGIM,-2.4474537
C(=O)(c1cc(cc(c1)C(=O)[O])[O])[O],EXIDEV,8.360727
C(=O)(c1ccc(c(c1)C(=O)[O])[O])[O],FASVIH,-3.1324756
C(=O)(c1cc(cc(c1)F)F)[O],HOGJOD,5.1064982
C(=O)(c1cc(cc(c1)N1C=CN([CH]1)c1cc(cc(C(=O)[O])c1)C(=O)[O])C(=O)[O])[O],WOYJEB,32.725918
C(=O)(c1ccc(cc1)n1c(C)nnc1c1cccc(c1)c1nnc(n1c1ccc(C(=O)[O])cc1)C)[O],FANWIC,55.41382
C(=O)(c1cc(cc(c1)n1c(C)nnc1)C(=O)[O])[O],LECFUW,20.58886
C(=O)(c1ccc(cc1)N(c1ccc(C(=O)[O])cc1)C)[O],JUJMIM,13.353102
C(=O)(c1cc(cc(c1)NC(=O)c1cc(ccc1)C)n1c(C)nnc1C)[O],VOKMAL,31.011347
C(=O)(c1ccc(cc1)NC(=O)c1cc(C(=O)Nc2ccc(cc2)C(=O)[O])cc(C(=O)Nc2ccc(C(=O)[O])cc2)c1)[O],PELRIJ,110.05806
C(=O)(c1cc(c(cc1[N])C(=O)[O])[N])[O],CUWTUL,-6.708058
C(=O)(c1ccc(cc1)[N][N]c1ccc(C(=O)[O])cc1)[O],KACZEV,29.483723
